VEHICLE angel FIELD BOOT_OPEN POS 0.000000 0.000000 1.000000 ANGLES 0.000000 0.000000 0.000000 FOV 45.000000
VEHICLE angel FIELD BONNET_FWD POS 0.002891 0.329439 1.006492 ANGLES 0.000161 -0.000251 0.000000 FOV 45.000000
VEHICLE angel FIELD BONNET_BWD POS -0.000577 -0.942534 0.560820 ANGLES 0.000000 0.000013 3.140102 FOV 45.000000
VEHICLE angel FIELD CINEY_WHEEL POS -0.429420 0.195801 -0.056885 ANGLES -0.000000 0.000000 -0.000000 FOV 55.000000
VEHICLE angel FIELD CINEY_UNDER POS 0.000000 0.000000 1.000000 ANGLES 0.000000 0.000000 0.000000 FOV 45.000000
VEHICLE angel FIELD CINEY_MISC_1 POS 1.029724 -2.845459 0.939949 ANGLES -0.208594 -0.135142 0.145030 FOV 45.000000
VEHICLE angel FIELD CINEY_MISC_2 POS -0.446615 -1.199341 0.031668 ANGLES -0.192160 0.132182 -0.161714 FOV 55.000000
VEHICLE angel FIELD JACKED POS 0.000000 0.000000 1.000000 ANGLES 0.000000 0.000000 0.000000 FOV 45.000000
VEHICLE angel FIELD BUSTED POS 0.000000 0.000000 1.000000 ANGLES 0.000000 0.000000 0.000000 FOV 45.000000
VEHICLE angel FIELD CARPHONE POS 0.076782 0.103088 0.965950 ANGLES -0.000000 0.000000 0.000000 FOV 45.000000
VEHICLE angel FIELD BONNET_L POS 0.000000 0.000000 1.000000 ANGLES 0.000000 0.000000 0.000000 FOV 45.000000
VEHICLE angel FIELD BONNET_R POS 0.000000 0.000000 1.000000 ANGLES 0.000000 0.000000 0.000000 FOV 45.000000
VEHICLE angel FIELD CINEY_WHEEL_2 POS 0.000000 0.000000 1.000000 ANGLES 0.000000 0.000000 0.000000 FOV 45.000000
VEHICLE angel FIELD CINEY_BACK POS 0.000000 0.000000 1.000000 ANGLES 0.000000 0.000000 0.000000 FOV 45.000000
VEHICLE angel FIELD BUMPER POS 0.000000 0.000000 1.000000 ANGLES 0.000000 0.000000 0.000000 FOV 45.000000
VEHICLE angel FIELD AIM_FR POS -0.027180 -0.333107 1.444634 ANGLES -1.526968 0.203350 2.100039 FOV 45.000000
VEHICLE angel FIELD CINEY_FAR_1 POS 0.000000 0.000000 1.000000 ANGLES 0.000000 0.000000 0.000000 FOV 45.000000
VEHICLE angel FIELD CINEY_FAR_2 POS 0.000000 0.000000 1.000000 ANGLES 0.000000 0.000000 0.000000 FOV 45.000000
VEHICLE angel FIELD CINEY_FAR_3 POS 0.000000 0.000000 1.000000 ANGLES 0.000000 0.000000 0.000000 FOV 45.000000
VEHICLE angel FIELD CINEY_FAR_4 POS 0.000000 0.000000 1.000000 ANGLES 0.000000 0.000000 0.000000 FOV 45.000000
